Column1,Column2,Column3,Column4
0.0025295503129223367,0.0012481322718646238,0.8264904024420934,0.01100322130995911
0.004272181353547004,0.0014930086361340615,1.2644340253186748,0.01100403378710262
0.006654112744951343,0.0020537231540531074,1.6362384564455896,0.011009978294203804
0.009518525163523094,0.0030230351362519905,2.2735515548627063,0.011048843167142528
0.013033815744276886,0.004572787287959602,2.3534133703897244,0.016171413474697062
0.011823512693057491,0.004727278186607408,3.0969573066646348,0.016172335068801724
0.011019276587699085,0.005155484230072834,2.772353860516524,0.01617851423707622
0.014502080571731083,0.005752427995732005,3.495041321408464,0.01620126758990252
0.01707390924724792,0.006582649464984189,5.034883768795778,0.016307158356385038
0.014636039671451275,0.00828197201284615,3.8543665204566078,0.022308809827842717
0.01641866155363391,0.008571968329124014,4.045256158514512,0.0223224429688726
0.015613143818681249,0.009051294801714738,4.149589312150482,0.022374688809805875
0.01861298716533039,0.009722207522891371,1.8143773932618983,0.022577837153154635
0.014933407558414345,0.01035474037616598,2.5551204809442387,0.022799997586709437
0.016885580276852774,0.010155586744991615,1.840634141427124,0.02491451634922634
0.014992951461875978,0.010673028859087809,3.1157171755883177,0.02496030347537855
0.01574307009896179,0.011014903773287415,2.4254691625103795,0.02515054661667368
0.016056602780189486,0.011325011360457814,2.2113384133226153,0.025510767495211497
0.01680784674479933,0.011173618401964557,2.604460864961095,0.02902070337488445
0.01680784674477244,0.011433098946147482,2.604460864961069,0.029822833677776748
